"country","year","age_group","occupation","earn_F","earn_M","gender_pay_gap","panel_id","young","senior","high_skill","managerial","year_2014","year_2018","year_2022"
"CZ",2022,"Mid Career","Elementary",102429.333333333,123549.333333333,17.0943860482183,"CZ_Mid Career_Elementary",0,0,0,0,0,0,1
"CZ",2022,"Mid Career","Managers",342747,483422.666666667,29.0999318746604,"CZ_Mid Career_Managers",0,0,1,1,0,0,1
"CZ",2022,"Mid Career","Operators",137077.166666667,165482.166666667,17.1649915952676,"CZ_Mid Career_Operators",0,0,0,0,0,0,1
"CZ",2022,"Mid Career","Professionals",242274.333333333,334580.333333333,27.5885910807669,"CZ_Mid Career_Professionals",0,0,1,0,0,0,1
"CZ",2022,"Mid Career","Service",129637.833333333,149725,13.4160405187288,"CZ_Mid Career_Service",0,0,0,0,0,0,1
"CZ",2022,"Mid Career","Technicians",195005.5,235679.166666667,17.2580662270389,"CZ_Mid Career_Technicians",0,0,0,0,0,0,1
"CZ",2022,"Senior","Agriculture",121776.333333333,129851.333333333,6.21865004594998,"CZ_Senior_Agriculture",0,1,0,0,0,0,1
"CZ",2022,"Senior","Clerical",145103,179451.333333333,19.1407512528931,"CZ_Senior_Clerical",0,1,0,0,0,0,1
"CZ",2022,"Senior","Craft",126885,164871.166666667,23.0399089389999,"CZ_Senior_Craft",0,1,0,0,0,0,1
"CZ",2022,"Senior","Elementary",101307.666666667,119309.333333333,15.0882300350909,"CZ_Senior_Elementary",0,1,0,0,0,0,1
"CZ",2022,"Senior","Managers",341818.5,467184.166666667,26.8343140909812,"CZ_Senior_Managers",0,1,1,1,0,0,1
"CZ",2022,"Senior","Operators",133537.333333333,162294,17.7188723345698,"CZ_Senior_Operators",0,1,0,0,0,0,1
"CZ",2022,"Senior","Professionals",245191.5,314853.666666667,22.1252518365675,"CZ_Senior_Professionals",0,1,1,0,0,0,1
"CZ",2022,"Senior","Service",127178,134234.333333333,5.25672766281851,"CZ_Senior_Service",0,1,0,0,0,0,1
"CZ",2022,"Senior","Technicians",193217.5,218239.333333333,11.4653178925889,"CZ_Senior_Technicians",0,1,0,0,0,0,1
"CZ",2022,"Young","Agriculture",109868.833333333,123503,11.0395428990929,"CZ_Young_Agriculture",1,0,0,0,0,0,1
"CZ",2022,"Young","Clerical",145299,157999.166666667,8.03812256393758,"CZ_Young_Clerical",1,0,0,0,0,0,1
"CZ",2022,"Young","Craft",132930.666666667,162791.666666667,18.3430765293064,"CZ_Young_Craft",1,0,0,0,0,0,1
"CZ",2022,"Young","Elementary",106136.5,121026,12.3027283393651,"CZ_Young_Elementary",1,0,0,0,0,0,1
"CZ",2022,"Young","Managers",209562.166666667,245403.666666667,14.6051199995653,"CZ_Young_Managers",1,0,1,1,0,0,1
"CZ",2022,"Young","Operators",137080.333333333,155867.166666667,12.0531050477811,"CZ_Young_Operators",1,0,0,0,0,0,1
"CZ",2022,"Young","Professionals",197281,235506,16.2310089764167,"CZ_Young_Professionals",1,0,1,0,0,0,1
"CZ",2022,"Young","Service",129234.666666667,140019.166666667,7.70215982335752,"CZ_Young_Service",1,0,0,0,0,0,1
"CZ",2022,"Young","Technicians",175320.333333333,191829.833333333,8.60632557153519,"CZ_Young_Technicians",1,0,0,0,0,0,1
"DE",2010,"Young","Agriculture",17606,18539,5.03263390689897,"DE_Young_Agriculture",1,0,0,0,0,0,0
"DE",2010,"Young","Clerical",22952,21960.5,-4.51492452357642,"DE_Young_Clerical",1,0,0,0,0,0,0
"DE",2010,"Young","Craft",19601.5,22917.5,14.4692920257445,"DE_Young_Craft",1,0,0,0,0,0,0
"DE",2010,"Young","Elementary",16654,19113.5,12.8678682606535,"DE_Young_Elementary",1,0,0,0,0,0,0
"DE",2010,"Young","Managers",40122.5,48799,17.7800774606037,"DE_Young_Managers",1,0,1,1,0,0,0
"DE",2010,"Young","Operators",21431,26217,18.2553305107373,"DE_Young_Operators",1,0,0,0,0,0,0
"DE",2010,"Young","Professionals",34582,39822,13.1585555722967,"DE_Young_Professionals",1,0,1,0,0,0,0
"DE",2010,"Young","Service",18624,19328.5,3.64487673642549,"DE_Young_Service",1,0,0,0,0,0,0
"DE",2010,"Young","Technicians",25810,33041.5,21.8861129186024,"DE_Young_Technicians",1,0,0,0,0,0,0
"DE",2014,"Young","Agriculture",20254.3333333333,20912.1666666667,3.14569668374871,"DE_Young_Agriculture",1,0,0,0,1,0,0
"DE",2014,"Young","Clerical",26701.8333333333,27030.5,1.21591042217742,"DE_Young_Clerical",1,0,0,0,1,0,0
"DE",2014,"Young","Craft",23110.8333333333,26428.1666666667,12.552264313958,"DE_Young_Craft",1,0,0,0,1,0,0
"DE",2014,"Young","Elementary",19646.1666666667,20556.8333333333,4.42999489220939,"DE_Young_Elementary",1,0,0,0,1,0,0
"DE",2014,"Young","Managers",45993.6666666667,52334.1666666667,12.1154121749654,"DE_Young_Managers",1,0,1,1,1,0,0
"DE",2014,"Young","Operators",25084,29599.5,15.2553252588726,"DE_Young_Operators",1,0,0,0,1,0,0
"DE",2014,"Young","Professionals",35750.8333333333,41815.1666666667,14.5027123332443,"DE_Young_Professionals",1,0,1,0,1,0,0
"DE",2014,"Young","Service",20375.6666666667,21199.8333333333,3.88760917931744,"DE_Young_Service",1,0,0,0,1,0,0
"DE",2014,"Young","Technicians",27205.6666666667,31742.5,14.2926150534247,"DE_Young_Technicians",1,0,0,0,1,0,0
"DE",2018,"Mid Career","Agriculture",33760.1666666667,32703,-3.23262901466735,"DE_Mid Career_Agriculture",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Clerical",38996.8333333333,42862,9.01770021619772,"DE_Mid Career_Clerical",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Craft",33733.8333333333,42049.1666666667,19.7752630848808,"DE_Mid Career_Craft",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Elementary",23579.1666666667,27406.8333333333,13.9661033440565,"DE_Mid Career_Elementary",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Managers",84601.6666666667,108591.5,22.0918150438417,"DE_Mid Career_Managers",0,0,1,1,0,1,0
"DE",2018,"Mid Career","Operators",31059.5,37476.5,17.1227302442864,"DE_Mid Career_Operators",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Professionals",56335.3333333333,71368.3333333333,21.0639639429252,"DE_Mid Career_Professionals",0,0,1,0,0,1,0
"DE",2018,"Mid Career","Service",28971.5,33656,13.9187663418113,"DE_Mid Career_Service",0,0,0,0,0,1,0
"DE",2018,"Mid Career","Technicians",42699.5,57354.3333333333,25.5513968720759,"DE_Mid Career_Technicians",0,0,0,0,0,1,0
"DE",2018,"Senior","Agriculture",29992.1666666667,34150.3333333333,12.1760646552986,"DE_Senior_Agriculture",0,1,0,0,0,1,0
"DE",2018,"Senior","Clerical",39940.8333333333,46729.1666666667,14.52697280428,"DE_Senior_Clerical",0,1,0,0,0,1,0
"DE",2018,"Senior","Craft",32647,43524,24.990809668229,"DE_Senior_Craft",0,1,0,0,0,1,0
"DE",2018,"Senior","Elementary",23917.6666666667,26205,8.72861413216307,"DE_Senior_Elementary",0,1,0,0,0,1,0
"DE",2018,"Senior","Managers",85436.8333333333,126495.666666667,32.4586876493793,"DE_Senior_Managers",0,1,1,1,0,1,0
"DE",2018,"Senior","Operators",30218.1666666667,36079.3333333333,16.2452188695283,"DE_Senior_Operators",0,1,0,0,0,1,0
"DE",2018,"Senior","Professionals",59164.3333333333,82509.1666666667,28.2936239407743,"DE_Senior_Professionals",0,1,1,0,0,1,0
"DE",2018,"Senior","Service",28470.8333333333,33072.3333333333,13.9134422528397,"DE_Senior_Service",0,1,0,0,0,1,0
"DE",2018,"Senior","Technicians",44217.5,62313.3333333333,29.0400663314432,"DE_Senior_Technicians",0,1,0,0,0,1,0
"DE",2018,"Young","Agriculture",21753.8333333333,29416.6666666667,26.0492917847026,"DE_Young_Agriculture",1,0,0,0,0,1,0
"DE",2018,"Young","Clerical",29231.8333333333,29358,0.429752253786593,"DE_Young_Clerical",1,0,0,0,0,1,0
"DE",2018,"Young","Craft",27803.3333333333,29596.3333333333,6.05818288301479,"DE_Young_Craft",1,0,0,0,0,1,0
"DE",2018,"Young","Elementary",22069.1666666667,22892,3.59441435144737,"DE_Young_Elementary",1,0,0,0,0,1,0
"DE",2018,"Young","Managers",44245.8333333333,58043,23.7705953632077,"DE_Young_Managers",1,0,1,1,0,1,0
"DE",2018,"Young","Operators",28745.8333333333,32894,12.6107091465516,"DE_Young_Operators",1,0,0,0,0,1,0
"DE",2018,"Young","Professionals",39490.6666666667,45526.5,13.2578461628575,"DE_Young_Professionals",1,0,1,0,0,1,0
"DE",2018,"Young","Service",23576.3333333333,24517.6666666667,3.83940831781166,"DE_Young_Service",1,0,0,0,0,1,0
"DE",2018,"Young","Technicians",30215.8333333333,36068,16.2253705962811,"DE_Young_Technicians",1,0,0,0,0,1,0
"DE",2022,"Mid Career","Agriculture",31563.5,36412.8333333333,13.3176489973773,"DE_Mid Career_Agriculture",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Clerical",42310.6666666667,48631.8333333333,12.9980019945783,"DE_Mid Career_Clerical",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Craft",37821.3333333333,45739.6666666667,17.3117425429423,"DE_Mid Career_Craft",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Elementary",27109.3333333333,32674,17.030870620881,"DE_Mid Career_Elementary",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Managers",80003.3333333333,111918.833333333,28.5166482257231,"DE_Mid Career_Managers",0,0,1,1,0,0,1
"DE",2022,"Mid Career","Operators",35300,42008.3333333333,15.9690537591748,"DE_Mid Career_Operators",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Professionals",60792.8333333333,77431.8333333333,21.4885781257063,"DE_Mid Career_Professionals",0,0,1,0,0,0,1
"DE",2022,"Mid Career","Service",34383.8333333333,37717.1666666667,8.83770873563319,"DE_Mid Career_Service",0,0,0,0,0,0,1
"DE",2022,"Mid Career","Technicians",48085.1666666667,63217.3333333333,23.9367367599604,"DE_Mid Career_Technicians",0,0,0,0,0,0,1
"DE",2022,"Senior","Agriculture",28540.8333333333,35809.8333333333,20.2988936930731,"DE_Senior_Agriculture",0,1,0,0,0,0,1
"DE",2022,"Senior","Clerical",42052,50597.8333333333,16.8897218919124,"DE_Senior_Clerical",0,1,0,0,0,0,1
"DE",2022,"Senior","Craft",35863.8333333333,46817.8333333333,23.397067356812,"DE_Senior_Craft",0,1,0,0,0,0,1
"DE",2022,"Senior","Elementary",27166.8333333333,32474.3333333333,16.3436765445531,"DE_Senior_Elementary",0,1,0,0,0,0,1
"DE",2022,"Senior","Managers",82987.3333333333,131357.833333333,36.8234605980864,"DE_Senior_Managers",0,1,1,1,0,0,1
"DE",2022,"Senior","Operators",32947.5,39449.5,16.4818312019164,"DE_Senior_Operators",0,1,0,0,0,0,1
"DE",2022,"Senior","Professionals",65543.3333333333,92762.3333333333,29.3427289093634,"DE_Senior_Professionals",0,1,1,0,0,0,1
"DE",2022,"Senior","Service",33222.8333333333,35769.3333333333,7.11922689827413,"DE_Senior_Service",0,1,0,0,0,0,1
"DE",2022,"Senior","Technicians",48527.3333333333,69990.6666666667,30.6659935610462,"DE_Senior_Technicians",0,1,0,0,0,0,1
"DE",2022,"Young","Agriculture",25254.5,28098.6666666667,10.1220698491032,"DE_Young_Agriculture",1,0,0,0,0,0,1
"DE",2022,"Young","Clerical",31583.8333333333,32119.3333333333,1.66722015816019,"DE_Young_Clerical",1,0,0,0,0,0,1
"DE",2022,"Young","Craft",28851.8333333333,30828.8333333333,6.412827818114,"DE_Young_Craft",1,0,0,0,0,0,1
"DE",2022,"Young","Elementary",25180.6666666667,26881.6666666667,6.32773265546531,"DE_Young_Elementary",1,0,0,0,0,0,1
"DE",2022,"Young","Managers",48059.5,62104.6666666667,22.615316079307,"DE_Young_Managers",1,0,1,1,0,0,1
"DE",2022,"Young","Operators",32666.3333333333,35896.1666666667,8.99771099049573,"DE_Young_Operators",1,0,0,0,0,0,1
"DE",2022,"Young","Professionals",42513.6666666667,48210.3333333333,11.8162772849528,"DE_Young_Professionals",1,0,1,0,0,0,1
"DE",2022,"Young","Service",27949.5,27519.3333333333,-1.56314348700308,"DE_Young_Service",1,0,0,0,0,0,1
"DE",2022,"Young","Technicians",32817.6666666667,37144.8333333333,11.649444292387,"DE_Young_Technicians",1,0,0,0,0,0,1
"DK",2010,"Young","Agriculture",27736.5,30436,8.86943093704823,"DK_Young_Agriculture",1,0,0,0,0,0,0
"DK",2010,"Young","Clerical",29825.5,30552,2.37791306624771,"DK_Young_Clerical",1,0,0,0,0,0,0
"DK",2010,"Young","Craft",29481,33701.5,12.5231814607658,"DK_Young_Craft",1,0,0,0,0,0,0
"DK",2010,"Young","Elementary",24325.5,27662,12.0616730532861,"DK_Young_Elementary",1,0,0,0,0,0,0
"DK",2010,"Young","Managers",37450.5,44495.5,15.8330617702914,"DK_Young_Managers",1,0,1,1,0,0,0
"DK",2010,"Young","Operators",34298,38938,11.9163798859726,"DK_Young_Operators",1,0,0,0,0,0,0
"DK",2010,"Young","Professionals",38295,42757.5,10.4367654797404,"DK_Young_Professionals",1,0,1,0,0,0,0
"DK",2010,"Young","Service",26200.5,27215,3.72772368179313,"DK_Young_Service",1,0,0,0,0,0,0
"DK",2010,"Young","Technicians",33840.5,39841,15.0611179438267,"DK_Young_Technicians",1,0,0,0,0,0,0
"DK",2014,"Young","Agriculture",102802.333333333,115483,10.9805483635398,"DK_Young_Agriculture",1,0,0,0,1,0,0
"DK",2014,"Young","Clerical",106703,112041,4.76432734445426,"DK_Young_Clerical",1,0,0,0,1,0,0
"DK",2014,"Young","Craft",98156.6666666667,127591,23.069286496174,"DK_Young_Craft",1,0,0,0,1,0,0
"DK",2014,"Young","Elementary",90436.6666666667,103844,12.9110332164914,"DK_Young_Elementary",1,0,0,0,1,0,0
"DK",2014,"Young","Managers",147190.666666667,160558.333333333,8.32573830902581,"DK_Young_Managers",1,0,1,1,1,0,0
"DK",2014,"Young","Operators",112809.666666667,139886.666666667,19.3563837392175,"DK_Young_Operators",1,0,0,0,1,0,0
"DK",2014,"Young","Professionals",141396.333333333,155349.333333333,8.98169287283713,"DK_Young_Professionals",1,0,1,0,1,0,0
"DK",2014,"Young","Service",93343.6666666667,95660.6666666667,2.4221031284192,"DK_Young_Service",1,0,0,0,1,0,0
"DK",2014,"Young","Technicians",127995,147067.666666667,12.968633486173,"DK_Young_Technicians",1,0,0,0,1,0,0
"DK",2018,"Mid Career","Agriculture",138904.333333333,153551,9.53863320112969,"DK_Mid Career_Agriculture",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Clerical",163670,186005.666666667,12.008057102203,"DK_Mid Career_Clerical",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Craft",148267.333333333,180839.333333333,18.0115682797621,"DK_Mid Career_Craft",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Elementary",119588.666666667,150477,20.5269465322497,"DK_Mid Career_Elementary",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Managers",271593.333333333,341821,20.5451586259085,"DK_Mid Career_Managers",0,0,1,1,0,1,0
"DK",2018,"Mid Career","Operators",147575,175762,16.0370273437944,"DK_Mid Career_Operators",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Professionals",188760.333333333,242211.666666667,22.0680259002113,"DK_Mid Career_Professionals",0,0,1,0,0,1,0
"DK",2018,"Mid Career","Service",136553.666666667,155693.666666667,12.2933709570717,"DK_Mid Career_Service",0,0,0,0,0,1,0
"DK",2018,"Mid Career","Technicians",180310.333333333,235742.333333333,23.5138081549488,"DK_Mid Career_Technicians",0,0,0,0,0,1,0
"DK",2018,"Senior","Agriculture",139359.666666667,148453.666666667,6.125817033822,"DK_Senior_Agriculture",0,1,0,0,0,1,0
"DK",2018,"Senior","Clerical",166071.333333333,182826.666666667,9.16460035005835,"DK_Senior_Clerical",0,1,0,0,0,1,0
"DK",2018,"Senior","Craft",150044.666666667,178185.666666667,15.7930772583653,"DK_Senior_Craft",0,1,0,0,0,1,0
"DK",2018,"Senior","Elementary",122070.666666667,152133.333333333,19.760736196319,"DK_Senior_Elementary",0,1,0,0,0,1,0
"DK",2018,"Senior","Managers",282884,379316.666666667,25.4227338635265,"DK_Senior_Managers",0,1,1,1,0,1,0
"DK",2018,"Senior","Operators",147603,168647.666666667,12.4784807774789,"DK_Senior_Operators",0,1,0,0,0,1,0
"DK",2018,"Senior","Professionals",199021.666666667,263046.666666667,24.3397876168994,"DK_Senior_Professionals",0,1,1,0,0,1,0
"DK",2018,"Senior","Service",142625,159364,10.5036269169951,"DK_Senior_Service",0,1,0,0,0,1,0
"DK",2018,"Senior","Technicians",184790.666666667,243250.333333333,24.0327180092936,"DK_Senior_Technicians",0,1,0,0,0,1,0
"DK",2018,"Young","Agriculture",112246.333333333,125745,10.7349530133736,"DK_Young_Agriculture",1,0,0,0,0,1,0
"DK",2018,"Young","Clerical",117961.666666667,124062.666666667,4.91767601319763,"DK_Young_Clerical",1,0,0,0,0,1,0
"DK",2018,"Young","Craft",111317,141035,21.0713652639416,"DK_Young_Craft",1,0,0,0,0,1,0
"DK",2018,"Young","Elementary",100467,116893.666666667,14.0526575434654,"DK_Young_Elementary",1,0,0,0,0,1,0
"DK",2018,"Young","Managers",154869,176016.333333333,12.0144153288805,"DK_Young_Managers",1,0,1,1,0,1,0
"DK",2018,"Young","Operators",127743.666666667,152208.333333333,16.0731453599781,"DK_Young_Operators",1,0,0,0,0,1,0
"DK",2018,"Young","Professionals",150064.333333333,168601,10.9943990051463,"DK_Young_Professionals",1,0,1,0,0,1,0
"DK",2018,"Young","Service",100460,98683.3333333333,-1.80037155885829,"DK_Young_Service",1,0,0,0,0,1,0
"DK",2018,"Young","Technicians",140773,157836.666666667,10.8109649215434,"DK_Young_Technicians",1,0,0,0,0,1,0
"DK",2022,"Mid Career","Agriculture",149848.666666667,164952.333333333,9.15638255091876,"DK_Mid Career_Agriculture",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Clerical",181289.333333333,202251,10.3641844374894,"DK_Mid Career_Clerical",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Craft",162641,200745,18.981294677327,"DK_Mid Career_Craft",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Elementary",134482,171154.333333333,21.4264708460006,"DK_Mid Career_Elementary",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Managers",299763,370829.666666667,19.1642344328798,"DK_Mid Career_Managers",0,0,1,1,0,0,1
"DK",2022,"Mid Career","Operators",166083.666666667,194932.666666667,14.799469218431,"DK_Mid Career_Operators",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Professionals",214195.666666667,265070,19.1927918411489,"DK_Mid Career_Professionals",0,0,1,0,0,0,1
"DK",2022,"Mid Career","Service",153356.333333333,168164.666666667,8.80585299329624,"DK_Mid Career_Service",0,0,0,0,0,0,1
"DK",2022,"Mid Career","Technicians",199353,253420.333333333,21.3350415186364,"DK_Mid Career_Technicians",0,0,0,0,0,0,1
"DK",2022,"Senior","Agriculture",154577.666666667,166071.333333333,6.92092153171128,"DK_Senior_Agriculture",0,1,0,0,0,0,1
"DK",2022,"Senior","Clerical",184801,202152.333333333,8.58329609518893,"DK_Senior_Clerical",0,1,0,0,0,0,1
"DK",2022,"Senior","Craft",171409.333333333,199643,14.1420769406724,"DK_Senior_Craft",0,1,0,0,0,0,1
"DK",2022,"Senior","Elementary",136042,169768.666666667,19.8662493667854,"DK_Senior_Elementary",0,1,0,0,0,0,1
"DK",2022,"Senior","Managers",326579.666666667,426472.666666667,23.4230720530741,"DK_Senior_Managers",0,1,1,1,0,0,1
"DK",2022,"Senior","Operators",165991.666666667,188342.666666667,11.8671995016176,"DK_Senior_Operators",0,1,0,0,0,0,1
"DK",2022,"Senior","Professionals",225101,291716,22.8355660985342,"DK_Senior_Professionals",0,1,1,0,0,0,1
"DK",2022,"Senior","Service",157542.333333333,173339.333333333,9.11333838444054,"DK_Senior_Service",0,1,0,0,0,0,1
"DK",2022,"Senior","Technicians",207011.333333333,267360,22.5720626371434,"DK_Senior_Technicians",0,1,0,0,0,0,1
"DK",2022,"Young","Clerical",130915.666666667,138622.333333333,5.55946973431411,"DK_Young_Clerical",1,0,0,0,0,0,1
"DK",2022,"Young","Craft",128060.333333333,153081,16.3447238172384,"DK_Young_Craft",1,0,0,0,0,0,1
"DK",2022,"Young","Elementary",110378,130717.333333333,15.5597829413085,"DK_Young_Elementary",1,0,0,0,0,0,1
"DK",2022,"Young","Managers",169561,201839.333333333,15.9920927206128,"DK_Young_Managers",1,0,1,1,0,0,1
"DK",2022,"Young","Operators",145803.666666667,160681.333333333,9.25911327596652,"DK_Young_Operators",1,0,0,0,0,0,1
"DK",2022,"Young","Professionals",170936.666666667,189865.333333333,9.96952225788102,"DK_Young_Professionals",1,0,1,0,0,0,1
"DK",2022,"Young","Service",111495.666666667,111294,-0.18120174193277,"DK_Young_Service",1,0,0,0,0,0,1
"DK",2022,"Young","Technicians",151810.666666667,173646.333333333,12.5747928260315,"DK_Young_Technicians",1,0,0,0,0,0,1
"EA13",2010,"Young","Agriculture",20288,19454,-4.28703608512388,"EA13_Young_Agriculture",1,0,0,0,0,0,0
"EA13",2010,"Young","Clerical",22520,22767.5,1.08707587570001,"EA13_Young_Clerical",1,0,0,0,0,0,0
"EA13",2010,"Young","Craft",17941,22387.5,19.8615298715801,"EA13_Young_Craft",1,0,0,0,0,0,0
"EA13",2010,"Young","Elementary",17596,19074,7.74876795638041,"EA13_Young_Elementary",1,0,0,0,0,0,0
"EA13",2010,"Young","Managers",35844.5,40199.5,10.8334680779612,"EA13_Young_Managers",1,0,1,1,0,0,0
"EA13",2010,"Young","Operators",19060.5,24623,22.5906672623157,"EA13_Young_Operators",1,0,0,0,0,0,0
"EA13",2010,"Young","Professionals",29695,33029,10.0941596778589,"EA13_Young_Professionals",1,0,1,0,0,0,0
"EA13",2010,"Young","Service",19980.5,20943,4.59580766843337,"EA13_Young_Service",1,0,0,0,0,0,0
"EA13",2010,"Young","Technicians",25741.5,29705,13.3428715704427,"EA13_Young_Technicians",1,0,0,0,0,0,0
"EA16",2010,"Young","Agriculture",19960.5,19153.5,-4.21332915655102,"EA16_Young_Agriculture",1,0,0,0,0,0,0
"EA16",2010,"Young","Clerical",22225,22476,1.11674675209112,"EA16_Young_Clerical",1,0,0,0,0,0,0
"EA16",2010,"Young","Craft",17884,22135,19.2048791506664,"EA16_Young_Craft",1,0,0,0,0,0,0
"EA16",2010,"Young","Elementary",17339,18788,7.7123695976155,"EA16_Young_Elementary",1,0,0,0,0,0,0
"EA16",2010,"Young","Managers",34878,39093,10.7819814289003,"EA16_Young_Managers",1,0,1,1,0,0,0
"EA16",2010,"Young","Operators",18936,24312,22.1125370187562,"EA16_Young_Operators",1,0,0,0,0,0,0
"EA16",2010,"Young","Professionals",29431,32602,9.72639715354886,"EA16_Young_Professionals",1,0,1,0,0,0,0
"EA16",2010,"Young","Service",19692,20648,4.62998837659822,"EA16_Young_Service",1,0,0,0,0,0,0
"EA16",2010,"Young","Technicians",25388.5,29280.5,13.2921227438056,"EA16_Young_Technicians",1,0,0,0,0,0,0
"EE",2010,"Young","Clerical",10336.5,11814,12.5063484002031,"EE_Young_Clerical",1,0,0,0,0,0,0
"EE",2010,"Young","Craft",7208,11571,37.7063348025235,"EE_Young_Craft",1,0,0,0,0,0,0
"EE",2010,"Young","Elementary",6613,9765,32.2785458269329,"EE_Young_Elementary",1,0,0,0,0,0,0
"EE",2010,"Young","Managers",17748.75,21403.25,17.07450971231,"EE_Young_Managers",1,0,1,1,0,0,0
"EE",2010,"Young","Operators",8066.25,11485,29.7670875054419,"EE_Young_Operators",1,0,0,0,0,0,0
"EE",2010,"Young","Professionals",14206.25,19167.25,25.8826905268101,"EE_Young_Professionals",1,0,1,0,0,0,0
"EE",2010,"Young","Service",7651.5,9086.25,15.7903425505572,"EE_Young_Service",1,0,0,0,0,0,0
"EE",2010,"Young","Technicians",12294.75,15260.75,19.4354799076061,"EE_Young_Technicians",1,0,0,0,0,0,0
"EE",2014,"Young","Clerical",12098.1666666667,13113.6666666667,7.74382959253705,"EE_Young_Clerical",1,0,0,0,1,0,0
"EE",2014,"Young","Craft",9555.33333333333,14245,32.9214929214929,"EE_Young_Craft",1,0,0,0,1,0,0
"EE",2014,"Young","Elementary",8914,11715.5,23.9127651401989,"EE_Young_Elementary",1,0,0,0,1,0,0
"EE",2014,"Young","Managers",18179.1666666667,20626.3333333333,11.8642835210653,"EE_Young_Managers",1,0,1,1,1,0,0
"EE",2014,"Young","Operators",10221.6666666667,14178.1666666667,27.905582527125,"EE_Young_Operators",1,0,0,0,1,0,0
"EE",2014,"Young","Professionals",15551.8333333333,20702.3333333333,24.8788381341878,"EE_Young_Professionals",1,0,1,0,1,0,0
"EE",2014,"Young","Service",9132.66666666667,10693.8333333333,14.5987562925674,"EE_Young_Service",1,0,0,0,1,0,0
"EE",2014,"Young","Technicians",13545.1666666667,16934.8333333333,20.0159434695745,"EE_Young_Technicians",1,0,0,0,1,0,0
"EE",2018,"Mid Career","Agriculture",12781.8333333333,16510.3333333333,22.5828269164765,"EE_Mid Career_Agriculture",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Clerical",15905.5,18464,13.8566941074523,"EE_Mid Career_Clerical",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Craft",12077.5,17690.8333333333,31.7301804135852,"EE_Mid Career_Craft",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Elementary",10719.3333333333,14275.1666666667,24.9092246441956,"EE_Mid Career_Elementary",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Managers",26500.5,33081.5,19.8932938349228,"EE_Mid Career_Managers",0,0,1,1,0,1,0
"EE",2018,"Mid Career","Operators",12262.6666666667,17165.1666666667,28.5607480265266,"EE_Mid Career_Operators",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Professionals",22054.3333333333,31818,30.6859848722945,"EE_Mid Career_Professionals",0,0,1,0,0,1,0
"EE",2018,"Mid Career","Service",11321.1666666667,14171,20.1103191964811,"EE_Mid Career_Service",0,0,0,0,0,1,0
"EE",2018,"Mid Career","Technicians",17769,23817.6666666667,25.3957146655844,"EE_Mid Career_Technicians",0,0,0,0,0,1,0
"EE",2018,"Senior","Agriculture",10195.3333333333,11268,9.51958348124482,"EE_Senior_Agriculture",0,1,0,0,0,1,0
"EE",2018,"Senior","Clerical",12828.5,14827,13.4787886962973,"EE_Senior_Clerical",0,1,0,0,0,1,0
"EE",2018,"Senior","Craft",11357.8333333333,15322.3333333333,25.8739965627515,"EE_Senior_Craft",0,1,0,0,0,1,0
"EE",2018,"Senior","Elementary",9276.16666666667,11461.1666666667,19.0643768086437,"EE_Senior_Elementary",0,1,0,0,0,1,0
"EE",2018,"Senior","Managers",24028.1666666667,27983,14.1329855031031,"EE_Senior_Managers",0,1,1,1,0,1,0
"EE",2018,"Senior","Operators",12044.6666666667,14901.8333333333,19.1732560870586,"EE_Senior_Operators",0,1,0,0,0,1,0
"EE",2018,"Senior","Professionals",20208.1666666667,25163.3333333333,19.6920121870446,"EE_Senior_Professionals",0,1,1,0,0,1,0
"EE",2018,"Senior","Service",10616.3333333333,10712.3333333333,0.896163300868158,"EE_Senior_Service",0,1,0,0,0,1,0
"EE",2018,"Senior","Technicians",15617,18836.3333333333,17.0910828363623,"EE_Senior_Technicians",0,1,0,0,0,1,0
"EE",2018,"Young","Clerical",14940,16991.6666666667,12.0745463462482,"EE_Young_Clerical",1,0,0,0,0,1,0
"EE",2018,"Young","Craft",11737.3333333333,16478.5,28.7718340059269,"EE_Young_Craft",1,0,0,0,0,1,0
