"country","year","sector","education","earn_F","earn_M","gender_pay_gap","panel_id","medium_edu","high_edu","industry","construction","services","public_sector","year_2014","year_2018","year_2022"
"BE",2018,"Trade","Medium Education",33757.3333333333,35992,6.20878713788249,"BE_Trade_Medium Education",1,0,0,0,1,0,0,1,0
"BE",2018,"Transport","High Education",56189.6666666667,59588.3333333333,5.70357732218276,"BE_Transport_High Education",0,1,0,0,1,0,0,1,0
"BE",2018,"Transport","Low Education",33851,36781.6666666667,7.96773755041007,"BE_Transport_Low Education",0,0,0,0,1,0,0,1,0
"BE",2018,"Transport","Medium Education",36734.6666666667,38704.3333333333,5.08900812139899,"BE_Transport_Medium Education",1,0,0,0,1,0,0,1,0
"BE",2018,"Water","High Education",60435.3333333333,65251.3333333333,7.3806920931373,"BE_Water_High Education",0,1,1,0,0,0,0,1,0
"BE",2018,"Water","Low Education",34207,39012.3333333333,12.3174722523646,"BE_Water_Low Education",0,0,1,0,0,0,0,1,0
"BE",2018,"Water","Medium Education",39974.3333333333,43145,7.34886236334839,"BE_Water_Medium Education",1,0,1,0,0,0,0,1,0
"BE",2022,"Admin Services","High Education",54263,66007,17.7920523580832,"BE_Admin Services_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Admin Services","Low Education",37311,39621,5.83024153857803,"BE_Admin Services_Low Education",0,0,0,0,1,0,0,0,1
"BE",2022,"Admin Services","Medium Education",40494,46886,13.633067440174,"BE_Admin Services_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Arts","High Education",49389.6666666667,53618,7.8860332972758,"BE_Arts_High Education",0,1,0,0,0,0,0,0,1
"BE",2022,"Arts","Low Education",37676.3333333333,37850.3333333333,0.45970533064438,"BE_Arts_Low Education",0,0,0,0,0,0,0,0,1
"BE",2022,"Arts","Medium Education",42090.3333333333,41082.3333333333,-2.45360941848483,"BE_Arts_Medium Education",1,0,0,0,0,0,0,0,1
"BE",2022,"Construction","High Education",53894,59974,10.1377263480842,"BE_Construction_High Education",0,1,0,1,0,0,0,0,1
"BE",2022,"Construction","Low Education",43504.3333333333,39392.3333333333,-10.4385794190071,"BE_Construction_Low Education",0,0,0,1,0,0,0,0,1
"BE",2022,"Construction","Medium Education",43600.3333333333,41858,-4.16248586490835,"BE_Construction_Medium Education",1,0,0,1,0,0,0,0,1
"BE",2022,"Education Sector","High Education",58328.6666666667,63960.6666666667,8.80541165924891,"BE_Education Sector_High Education",0,1,0,0,0,1,0,0,1
"BE",2022,"Education Sector","Low Education",40170,39805.3333333333,-0.916125142359477,"BE_Education Sector_Low Education",0,0,0,0,0,1,0,0,1
"BE",2022,"Education Sector","Medium Education",48205,48123.3333333333,-0.169702846851834,"BE_Education Sector_Medium Education",1,0,0,0,0,1,0,0,1
"BE",2022,"Electricity","High Education",66232.6666666667,77967,15.0503845644097,"BE_Electricity_High Education",0,1,1,0,0,0,0,0,1
"BE",2022,"Finance","High Education",64043.3333333333,72834,12.069454741833,"BE_Finance_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Finance","Medium Education",49225.6666666667,52903.3333333333,6.95167286245354,"BE_Finance_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Health","High Education",57178.3333333333,60986,6.24350943932487,"BE_Health_High Education",0,1,0,0,0,1,0,0,1
"BE",2022,"Health","Low Education",36151.6666666667,31423.6666666667,-15.0459844490883,"BE_Health_Low Education",0,0,0,0,0,1,0,0,1
"BE",2022,"Health","Medium Education",40389,40490,0.249444307236355,"BE_Health_Medium Education",1,0,0,0,0,1,0,0,1
"BE",2022,"Hospitality","Low Education",35596,34290,-3.80869058034412,"BE_Hospitality_Low Education",0,0,0,0,1,0,0,0,1
"BE",2022,"Hospitality","Medium Education",36284.6666666667,37433.6666666667,3.06942947970187,"BE_Hospitality_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"IT","High Education",62706.6666666667,65015.6666666667,3.5514517013848,"BE_IT_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"IT","Medium Education",49089.6666666667,53746.3333333333,8.66415693473664,"BE_IT_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Manufacturing","High Education",65523.6666666667,68825.6666666667,4.79762879158455,"BE_Manufacturing_High Education",0,1,1,0,0,0,0,0,1
"BE",2022,"Manufacturing","Low Education",40644.3333333333,44659.6666666667,8.99096127004977,"BE_Manufacturing_Low Education",0,0,1,0,0,0,0,0,1
"BE",2022,"Manufacturing","Medium Education",44622,46104.3333333333,3.21517138663756,"BE_Manufacturing_Medium Education",1,0,1,0,0,0,0,0,1
"BE",2022,"Other Services","High Education",52855,62319,15.1863797557727,"BE_Other Services_High Education",0,1,0,0,0,0,0,0,1
"BE",2022,"Other Services","Low Education",31583.6666666667,35514.3333333333,11.0678317674554,"BE_Other Services_Low Education",0,0,0,0,0,0,0,0,1
"BE",2022,"Other Services","Medium Education",40272,43594.6666666667,7.62172742843161,"BE_Other Services_Medium Education",1,0,0,0,0,0,0,0,1
"BE",2022,"Professional","High Education",70384,76262.6666666667,7.7084462471808,"BE_Professional_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Professional","Low Education",50788,54580.6666666667,6.9487364268178,"BE_Professional_Low Education",0,0,0,0,1,0,0,0,1
"BE",2022,"Professional","Medium Education",54965.3333333333,56462.3333333333,2.65132507217201,"BE_Professional_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Real Estate","High Education",67687.3333333333,70515.3333333333,4.01047526306335,"BE_Real Estate_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Real Estate","Medium Education",53517.6666666667,51175,-4.57775606578733,"BE_Real Estate_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Trade","High Education",61811.6666666667,65386,5.46651168955638,"BE_Trade_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Trade","Low Education",35808.3333333333,38553.3333333333,7.12000691682518,"BE_Trade_Low Education",0,0,0,0,1,0,0,0,1
"BE",2022,"Trade","Medium Education",40256.6666666667,42215.6666666667,4.64045733416504,"BE_Trade_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Transport","High Education",58525.3333333333,65912.6666666667,11.2077597629186,"BE_Transport_High Education",0,1,0,0,1,0,0,0,1
"BE",2022,"Transport","Low Education",36155.6666666667,40140,9.92609201129381,"BE_Transport_Low Education",0,0,0,0,1,0,0,0,1
"BE",2022,"Transport","Medium Education",44671.3333333333,43638.3333333333,-2.36718481457434,"BE_Transport_Medium Education",1,0,0,0,1,0,0,0,1
"BE",2022,"Water","Low Education",40613.6666666667,40028,-1.4631424669398,"BE_Water_Low Education",0,0,1,0,0,0,0,0,1
"BE",2022,"Water","Medium Education",46950.3333333333,47824.3333333333,1.82752155457821,"BE_Water_Medium Education",1,0,1,0,0,0,0,0,1
"BG",2014,"Admin Services","Low Education",4584.5,4453.16666666667,-2.94921217111418,"BG_Admin Services_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Admin Services","Medium Education",6301,5399,-16.7067975551028,"BG_Admin Services_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Arts","Low Education",5345.66666666667,5464.66666666667,2.17762596071734,"BG_Arts_Low Education",0,0,0,0,0,0,1,0,0
"BG",2014,"Arts","Medium Education",5747,6224.16666666667,7.66635426429241,"BG_Arts_Medium Education",1,0,0,0,0,0,1,0,0
"BG",2014,"Construction","Low Education",4655.66666666667,6110.83333333333,23.8129005863903,"BG_Construction_Low Education",0,0,0,1,0,0,1,0,0
"BG",2014,"Construction","Medium Education",6516,7238.66666666667,9.98342236139253,"BG_Construction_Medium Education",1,0,0,1,0,0,1,0,0
"BG",2014,"Education Sector","Low Education",5342.33333333333,5783.33333333333,7.62536023054755,"BG_Education Sector_Low Education",0,0,0,0,0,1,1,0,0
"BG",2014,"Education Sector","Medium Education",5849.66666666667,5971.33333333333,2.03751256000892,"BG_Education Sector_Medium Education",1,0,0,0,0,1,1,0,0
"BG",2014,"Electricity","Low Education",10865.3333333333,16879.3333333333,35.6293692483905,"BG_Electricity_Low Education",0,0,1,0,0,0,1,0,0
"BG",2014,"Electricity","Medium Education",13062.3333333333,16175.5,19.2461850741347,"BG_Electricity_Medium Education",1,0,1,0,0,0,1,0,0
"BG",2014,"Finance","Low Education",8293.33333333333,16869.6666666667,50.8387836155624,"BG_Finance_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Finance","Medium Education",9883.5,10532.1666666667,6.15891000585507,"BG_Finance_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Health","Low Education",5303.66666666667,5567.5,4.73881155515641,"BG_Health_Low Education",0,0,0,0,0,1,1,0,0
"BG",2014,"Health","Medium Education",6193.33333333333,6513.16666666667,4.9105657770158,"BG_Health_Medium Education",1,0,0,0,0,1,1,0,0
"BG",2014,"Hospitality","Low Education",4880,5806.33333333333,15.9538435042195,"BG_Hospitality_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Hospitality","Medium Education",5064.16666666667,5948.83333333333,14.8712632729106,"BG_Hospitality_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"IT","Low Education",5736.66666666667,7996.33333333333,28.2587852765851,"BG_IT_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"IT","Medium Education",11333.8333333333,13477.3333333333,15.9044815987337,"BG_IT_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Manufacturing","Low Education",5292.33333333333,6534.66666666667,19.011426239543,"BG_Manufacturing_Low Education",0,0,1,0,0,0,1,0,0
"BG",2014,"Manufacturing","Medium Education",5941.5,7837.83333333333,24.1946116060986,"BG_Manufacturing_Medium Education",1,0,1,0,0,0,1,0,0
"BG",2014,"Mining","Low Education",10235.3333333333,12341.6666666667,17.0668467251857,"BG_Mining_Low Education",0,0,1,0,0,0,1,0,0
"BG",2014,"Mining","Medium Education",13177.5,16244,18.8777394730362,"BG_Mining_Medium Education",1,0,1,0,0,0,1,0,0
"BG",2014,"Other Services","Low Education",4338.33333333333,4532,4.27331568108268,"BG_Other Services_Low Education",0,0,0,0,0,0,1,0,0
"BG",2014,"Other Services","Medium Education",4694.83333333333,5150,8.83818770226538,"BG_Other Services_Medium Education",1,0,0,0,0,0,1,0,0
"BG",2014,"Professional","Low Education",6312,5789.33333333333,-9.02809765085215,"BG_Professional_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Professional","Medium Education",7103.66666666667,7635.5,6.96527186606421,"BG_Professional_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Public Admin","Low Education",4752.33333333333,5002,4.99133679861389,"BG_Public Admin_Low Education",0,0,0,0,0,1,1,0,0
"BG",2014,"Public Admin","Medium Education",8192.83333333333,7535.83333333333,-8.7183456817428,"BG_Public Admin_Medium Education",1,0,0,0,0,1,1,0,0
"BG",2014,"Real Estate","Low Education",4519,5092.5,11.2616593028964,"BG_Real Estate_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Real Estate","Medium Education",5660.33333333333,6056.66666666667,6.54375343973584,"BG_Real Estate_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Trade","Low Education",4948.33333333333,5277.83333333333,6.24309217797707,"BG_Trade_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Trade","Medium Education",5969.33333333333,6907.5,13.5818554711063,"BG_Trade_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Transport","Low Education",5867.5,7795.16666666667,24.7289987385346,"BG_Transport_Low Education",0,0,0,0,1,0,1,0,0
"BG",2014,"Transport","Medium Education",7517.16666666667,7525.83333333333,0.115158897132092,"BG_Transport_Medium Education",1,0,0,0,1,0,1,0,0
"BG",2014,"Water","Low Education",4404.16666666667,6299.16666666667,30.0833443577193,"BG_Water_Low Education",0,0,1,0,0,0,1,0,0
"BG",2014,"Water","Medium Education",8358.33333333333,8858.5,5.64617787059509,"BG_Water_Medium Education",1,0,1,0,0,0,1,0,0
"BG",2018,"Admin Services","High Education",17601.3333333333,16923.6666666667,-4.00425439719523,"BG_Admin Services_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Admin Services","Low Education",6009.5,6317.33333333333,4.87283663993246,"BG_Admin Services_Low Education",0,0,0,0,1,0,0,1,0
"BG",2018,"Admin Services","Medium Education",9204,7182.5,-28.1447963800905,"BG_Admin Services_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Arts","High Education",10720,13609,21.2285987214343,"BG_Arts_High Education",0,1,0,0,0,0,0,1,0
"BG",2018,"Arts","Low Education",7292.66666666667,7945.66666666667,8.218316063263,"BG_Arts_Low Education",0,0,0,0,0,0,0,1,0
"BG",2018,"Arts","Medium Education",7972.33333333333,11805.3333333333,32.4683758753106,"BG_Arts_Medium Education",1,0,0,0,0,0,0,1,0
"BG",2018,"Construction","High Education",13782.1666666667,16184.1666666667,14.8416662375779,"BG_Construction_High Education",0,1,0,1,0,0,0,1,0
"BG",2018,"Construction","Low Education",6115.66666666667,7395.83333333333,17.3092957746479,"BG_Construction_Low Education",0,0,0,1,0,0,0,1,0
"BG",2018,"Construction","Medium Education",8252.33333333333,9306.33333333333,11.3256205451485,"BG_Construction_Medium Education",1,0,0,1,0,0,0,1,0
"BG",2018,"Education Sector","High Education",13558,15929.5,14.8874729275872,"BG_Education Sector_High Education",0,1,0,0,0,1,0,1,0
"BG",2018,"Education Sector","Low Education",7369.5,7737.16666666667,4.75195484996661,"BG_Education Sector_Low Education",0,0,0,0,0,1,0,1,0
"BG",2018,"Education Sector","Medium Education",8050.83333333333,8257.83333333333,2.50671079984662,"BG_Education Sector_Medium Education",1,0,0,0,0,1,0,1,0
"BG",2018,"Electricity","High Education",26045.6666666667,30381.6666666667,14.2717647704208,"BG_Electricity_High Education",0,1,1,0,0,0,0,1,0
"BG",2018,"Electricity","Low Education",12243.6666666667,14890.6666666667,17.7762356733524,"BG_Electricity_Low Education",0,0,1,0,0,0,0,1,0
"BG",2018,"Electricity","Medium Education",17819.6666666667,21730.8333333333,17.9982359934041,"BG_Electricity_Medium Education",1,0,1,0,0,0,0,1,0
"BG",2018,"Finance","High Education",20842.1666666667,27802.1666666667,25.0340201303256,"BG_Finance_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Finance","Medium Education",11987.1666666667,12811.3333333333,6.43310610397045,"BG_Finance_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Health","High Education",13105.6666666667,22059.8333333333,40.5903640855552,"BG_Health_High Education",0,1,0,0,0,1,0,1,0
"BG",2018,"Health","Low Education",7041.5,6990.16666666667,-0.734364941226957,"BG_Health_Low Education",0,0,0,0,0,1,0,1,0
"BG",2018,"Health","Medium Education",7748.16666666667,8554.66666666667,9.42760286783041,"BG_Health_Medium Education",1,0,0,0,0,1,0,1,0
"BG",2018,"Hospitality","High Education",11758.3333333333,13117.5,10.3614763992122,"BG_Hospitality_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Hospitality","Low Education",6463.83333333333,6402.16666666667,-0.963215578059502,"BG_Hospitality_Low Education",0,0,0,0,1,0,0,1,0
"BG",2018,"Hospitality","Medium Education",6843.66666666667,7676.83333333333,10.8529992835588,"BG_Hospitality_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"IT","High Education",27614.1666666667,36566.8333333333,24.4830242341648,"BG_IT_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"IT","Medium Education",15292.5,15436.8333333333,0.934993144103393,"BG_IT_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Manufacturing","High Education",13995.5,18648.8333333333,24.9524098915929,"BG_Manufacturing_High Education",0,1,1,0,0,0,0,1,0
"BG",2018,"Manufacturing","Low Education",7863.83333333333,9849.5,20.1600758075706,"BG_Manufacturing_Low Education",0,0,1,0,0,0,0,1,0
"BG",2018,"Manufacturing","Medium Education",8299.5,10711.5,22.517854642207,"BG_Manufacturing_Medium Education",1,0,1,0,0,0,0,1,0
"BG",2018,"Mining","High Education",21712.6666666667,25884.1666666667,16.1160297479154,"BG_Mining_High Education",0,1,1,0,0,0,0,1,0
"BG",2018,"Mining","Medium Education",15054.8333333333,19234.1666666667,21.7286945972878,"BG_Mining_Medium Education",1,0,1,0,0,0,0,1,0
"BG",2018,"Other Services","High Education",11223.6666666667,10473.5,-7.16252128387517,"BG_Other Services_High Education",0,1,0,0,0,0,0,1,0
"BG",2018,"Other Services","Low Education",5866.66666666667,6235.66666666667,5.91757096274122,"BG_Other Services_Low Education",0,0,0,0,0,0,0,1,0
"BG",2018,"Other Services","Medium Education",7045,7292.5,3.39389784024683,"BG_Other Services_Medium Education",1,0,0,0,0,0,0,1,0
"BG",2018,"Professional","High Education",18510.8333333333,23382.5,20.8346698029153,"BG_Professional_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Professional","Medium Education",10446.1666666667,13956.3333333333,25.1510664214574,"BG_Professional_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Public Admin","High Education",14226.8333333333,16209.1666666667,12.2297054136034,"BG_Public Admin_High Education",0,1,0,0,0,1,0,1,0
"BG",2018,"Public Admin","Low Education",6415.33333333333,6490.33333333333,1.1555646859432,"BG_Public Admin_Low Education",0,0,0,0,0,1,0,1,0
"BG",2018,"Public Admin","Medium Education",9006.16666666667,9301.5,3.17511512480067,"BG_Public Admin_Medium Education",1,0,0,0,0,1,0,1,0
"BG",2018,"Real Estate","High Education",15553,17863.1666666667,12.932570746135,"BG_Real Estate_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Real Estate","Low Education",7767.83333333333,8991.66666666667,13.610750695088,"BG_Real Estate_Low Education",0,0,0,0,1,0,0,1,0
"BG",2018,"Real Estate","Medium Education",8166.5,8466.66666666667,3.54527559055117,"BG_Real Estate_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Trade","High Education",15948.8333333333,22756.3333333333,29.9147490076023,"BG_Trade_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Trade","Low Education",7930.33333333333,7831,-1.26846294640956,"BG_Trade_Low Education",0,0,0,0,1,0,0,1,0
"BG",2018,"Trade","Medium Education",8091,9546.16666666667,15.2434659636503,"BG_Trade_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Transport","High Education",15257.6666666667,23730.3333333333,35.703951342164,"BG_Transport_High Education",0,1,0,0,1,0,0,1,0
"BG",2018,"Transport","Low Education",8191,9930,17.5125881168177,"BG_Transport_Low Education",0,0,0,0,1,0,0,1,0
"BG",2018,"Transport","Medium Education",9701.66666666667,10368,6.42682613168725,"BG_Transport_Medium Education",1,0,0,0,1,0,0,1,0
"BG",2018,"Water","High Education",14182.1666666667,16110.1666666667,11.9675981005783,"BG_Water_High Education",0,1,1,0,0,0,0,1,0
"BG",2018,"Water","Low Education",6268.66666666667,7598.16666666667,17.4976419750378,"BG_Water_Low Education",0,0,1,0,0,0,0,1,0
"BG",2018,"Water","Medium Education",8994.16666666667,10125.3333333333,11.1716486700026,"BG_Water_Medium Education",1,0,1,0,0,0,0,1,0
"BG",2022,"Admin Services","High Education",27485.8333333333,25424.5,-8.10766517860069,"BG_Admin Services_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Admin Services","Low Education",8993,9445.66666666667,4.79232099375374,"BG_Admin Services_Low Education",0,0,0,0,1,0,0,0,1
"BG",2022,"Admin Services","Medium Education",12249.1666666667,10826.6666666667,-13.138854679803,"BG_Admin Services_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Arts","High Education",15388.5,19234.8333333333,19.9967073625107,"BG_Arts_High Education",0,1,0,0,0,0,0,0,1
"BG",2022,"Arts","Low Education",10237.3333333333,12069.8333333333,15.1824797359809,"BG_Arts_Low Education",0,0,0,0,0,0,0,0,1
"BG",2022,"Arts","Medium Education",12734.1666666667,15410.1666666667,17.3651593644888,"BG_Arts_Medium Education",1,0,0,0,0,0,0,0,1
"BG",2022,"Construction","High Education",19747.6666666667,25687.6666666667,23.1239375575828,"BG_Construction_High Education",0,1,0,1,0,0,0,0,1
"BG",2022,"Construction","Low Education",8009.66666666667,9536.16666666667,16.0074802943181,"BG_Construction_Low Education",0,0,0,1,0,0,0,0,1
"BG",2022,"Construction","Medium Education",11051,12334.6666666667,10.4069830288617,"BG_Construction_Medium Education",1,0,0,1,0,0,0,0,1
"BG",2022,"Education Sector","High Education",21931.3333333333,22800.8333333333,3.81345711048573,"BG_Education Sector_High Education",0,1,0,0,0,1,0,0,1
"BG",2022,"Education Sector","Low Education",10263,10101.1666666667,-1.60212516705992,"BG_Education Sector_Low Education",0,0,0,0,0,1,0,0,1
"BG",2022,"Education Sector","Medium Education",11792.3333333333,12218.3333333333,3.48656390669759,"BG_Education Sector_Medium Education",1,0,0,0,0,1,0,0,1
"BG",2022,"Electricity","High Education",41224,42301.1666666667,2.54642306949768,"BG_Electricity_High Education",0,1,1,0,0,0,0,0,1
"BG",2022,"Electricity","Medium Education",24645.8333333333,28114.3333333333,12.3371234127313,"BG_Electricity_Medium Education",1,0,1,0,0,0,0,0,1
"BG",2022,"Finance","High Education",27012.5,36685.6666666667,26.3677003734428,"BG_Finance_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Finance","Medium Education",16310.8333333333,19083.5,14.5291307499498,"BG_Finance_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Health","High Education",21964,31121.5,29.4249955818325,"BG_Health_High Education",0,1,0,0,0,1,0,0,1
"BG",2022,"Health","Low Education",10338.5,9841.33333333333,-5.05182224630808,"BG_Health_Low Education",0,0,0,0,0,1,0,0,1
"BG",2022,"Health","Medium Education",11736.8333333333,12640.8333333333,7.1514272529501,"BG_Health_Medium Education",1,0,0,0,0,1,0,0,1
"BG",2022,"Hospitality","High Education",16304.5,18344.5,11.1204993322249,"BG_Hospitality_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Hospitality","Low Education",9006.83333333333,9049,0.465981508085601,"BG_Hospitality_Low Education",0,0,0,0,1,0,0,0,1
"BG",2022,"Hospitality","Medium Education",9643,10614.8333333333,9.15542715382563,"BG_Hospitality_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"IT","High Education",37767,53003.8333333333,28.7466629772061,"BG_IT_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"IT","Medium Education",21728.8333333333,32238.1666666667,32.5990415087707,"BG_IT_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Manufacturing","High Education",19197.3333333333,26977,28.8381460750516,"BG_Manufacturing_High Education",0,1,1,0,0,0,0,0,1
"BG",2022,"Manufacturing","Low Education",10387,13058.5,20.4579392732703,"BG_Manufacturing_Low Education",0,0,1,0,0,0,0,0,1
"BG",2022,"Manufacturing","Medium Education",11552.3333333333,15146.3333333333,23.728515152182,"BG_Manufacturing_Medium Education",1,0,1,0,0,0,0,0,1
"BG",2022,"Mining","High Education",29913,36789.8333333333,18.6922111634102,"BG_Mining_High Education",0,1,1,0,0,0,0,0,1
"BG",2022,"Mining","Medium Education",19374.3333333333,27830.6666666667,30.3849470607963,"BG_Mining_Medium Education",1,0,1,0,0,0,0,0,1
"BG",2022,"Other Services","High Education",16633.5,16542.5,-0.550098231827112,"BG_Other Services_High Education",0,1,0,0,0,0,0,0,1
"BG",2022,"Other Services","Low Education",10233.1666666667,8942.66666666667,-14.4308185477859,"BG_Other Services_Low Education",0,0,0,0,0,0,0,0,1
"BG",2022,"Other Services","Medium Education",9954.33333333333,10459.8333333333,4.83277298873468,"BG_Other Services_Medium Education",1,0,0,0,0,0,0,0,1
"BG",2022,"Professional","High Education",26719.1666666667,33972.1666666667,21.3498304984963,"BG_Professional_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Professional","Low Education",9355,9772.16666666667,4.26892705473027,"BG_Professional_Low Education",0,0,0,0,1,0,0,0,1
"BG",2022,"Professional","Medium Education",14016.6666666667,16825.8333333333,16.6955574265762,"BG_Professional_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Public Admin","High Education",21993,25065.6666666667,12.2584677580223,"BG_Public Admin_High Education",0,1,0,0,0,1,0,0,1
"BG",2022,"Public Admin","Low Education",8864.66666666667,9926,10.6924575189737,"BG_Public Admin_Low Education",0,0,0,0,0,1,0,0,1
"BG",2022,"Public Admin","Medium Education",13932.3333333333,15262.3333333333,8.71426387402538,"BG_Public Admin_Medium Education",1,0,0,0,0,1,0,0,1
"BG",2022,"Real Estate","High Education",20338.3333333333,27306.5,25.5183442281752,"BG_Real Estate_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Real Estate","Medium Education",10200.8333333333,11562.1666666667,11.7740331252793,"BG_Real Estate_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Trade","High Education",20090,27644.8333333333,27.3281927304077,"BG_Trade_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Trade","Low Education",9732.33333333333,10112,3.75461497890295,"BG_Trade_Low Education",0,0,0,0,1,0,0,0,1
"BG",2022,"Trade","Medium Education",11371.6666666667,12538,9.30238740894348,"BG_Trade_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Transport","High Education",20126.3333333333,30105.3333333333,33.1469507064086,"BG_Transport_High Education",0,1,0,0,1,0,0,0,1
"BG",2022,"Transport","Medium Education",12388,12875.8333333333,3.78875153711734,"BG_Transport_Medium Education",1,0,0,0,1,0,0,0,1
"BG",2022,"Water","High Education",20566.5,21826.6666666667,5.77351863164326,"BG_Water_High Education",0,1,1,0,0,0,0,0,1
"BG",2022,"Water","Low Education",8469.33333333333,10246,17.3401002017047,"BG_Water_Low Education",0,0,1,0,0,0,0,0,1
"BG",2022,"Water","Medium Education",11407.3333333333,12966,12.0211836084117,"BG_Water_Medium Education",1,0,1,0,0,0,0,0,1
"CH",2014,"Admin Services","Low Education",40695.5,52417.6666666667,22.363007383007,"CH_Admin Services_Low Education",0,0,0,0,1,0,1,0,0
"CH",2014,"Admin Services","Medium Education",55149,61163.5,9.8334791174475,"CH_Admin Services_Medium Education",1,0,0,0,1,0,1,0,0
"CH",2014,"Arts","Low Education",47372.3333333333,50001.3333333333,5.25785979040559,"CH_Arts_Low Education",0,0,0,0,0,0,1,0,0
"CH",2014,"Arts","Medium Education",55262.1666666667,61355,9.93045934859968,"CH_Arts_Medium Education",1,0,0,0,0,0,1,0,0
"CH",2014,"Construction","Low Education",52204.8333333333,59248.6666666667,11.8885938361482,"CH_Construction_Low Education",0,0,0,1,0,0,1,0,0
"CH",2014,"Construction","Medium Education",58849.1666666667,63920.1666666667,7.93333350716128,"CH_Construction_Medium Education",1,0,0,1,0,0,1,0,0
"CH",2014,"Education Sector","Low Education",52229,51086,-2.23740359393963,"CH_Education Sector_Low Education",0,0,0,0,0,1,1,0,0
"CH",2014,"Education Sector","Medium Education",78252.5,81543.8333333333,4.03627496867737,"CH_Education Sector_Medium Education",1,0,0,0,0,1,1,0,0
"CH",2014,"Electricity","Low Education",53217.6666666667,69501.6666666667,23.4296539651327,"CH_Electricity_Low Education",0,0,1,0,0,0,1,0,0
"CH",2014,"Electricity","Medium Education",69514.3333333333,74556.6666666667,6.76308847856218,"CH_Electricity_Medium Education",1,0,1,0,0,0,1,0,0
"CH",2014,"Finance","Low Education",67473.5,93146.6666666667,27.5620884626396,"CH_Finance_Low Education",0,0,0,0,1,0,1,0,0
"CH",2014,"Finance","Medium Education",67814.3333333333,89954.3333333333,24.6124885590096,"CH_Finance_Medium Education",1,0,0,0,1,0,1,0,0
"CH",2014,"Health","Low Education",48378.1666666667,49842.6666666667,2.93824567973891,"CH_Health_Low Education",0,0,0,0,0,1,1,0,0
"CH",2014,"Health","Medium Education",59256.1666666667,64536.3333333333,8.18169609883839,"CH_Health_Medium Education",1,0,0,0,0,1,1,0,0
