"country","year","sector","occupation","earn_F","earn_M","gender_pay_gap","panel_id","industry","construction","services","public_sector","high_skill","managerial","year_2014","year_2018","year_2022"
"AT",2018,"Professional","Technicians",45119.6666666667,57823,21.9693432255907,"AT_Professional_Technicians",0,0,1,0,0,0,0,1,0
"AT",2018,"Real Estate","Clerical",40227.6666666667,48680,17.3630512188442,"AT_Real Estate_Clerical",0,0,1,0,0,0,0,1,0
"AT",2018,"Real Estate","Elementary",25455.6666666667,29781,14.523801528939,"AT_Real Estate_Elementary",0,0,1,0,0,0,0,1,0
"AT",2018,"Real Estate","Managers",96854,145141.333333333,33.2691813037407,"AT_Real Estate_Managers",0,0,1,0,1,1,0,1,0
"AT",2018,"Real Estate","Professionals",56477.6666666667,65996.6666666667,14.4234557300874,"AT_Real Estate_Professionals",0,0,1,0,1,0,0,1,0
"AT",2018,"Real Estate","Service",28433.6666666667,38972,27.0407814157173,"AT_Real Estate_Service",0,0,1,0,0,0,0,1,0
"AT",2018,"Real Estate","Technicians",49439,60121,17.7675022038888,"AT_Real Estate_Technicians",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Clerical",35753,41414,13.6692905780654,"AT_Trade_Clerical",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Craft",25381.3333333333,34514,26.4607598848776,"AT_Trade_Craft",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Elementary",26206,28932.3333333333,9.42313674435752,"AT_Trade_Elementary",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Managers",62332.3333333333,103613,39.8412039673271,"AT_Trade_Managers",0,0,1,0,1,1,0,1,0
"AT",2018,"Trade","Operators",28807,35076,17.8726194548979,"AT_Trade_Operators",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Professionals",70964.3333333333,68349.6666666667,-3.82542709303628,"AT_Trade_Professionals",0,0,1,0,1,0,0,1,0
"AT",2018,"Trade","Service",29109.6666666667,37411.6666666667,22.1909386554996,"AT_Trade_Service",0,0,1,0,0,0,0,1,0
"AT",2018,"Trade","Technicians",42113,55841.3333333333,24.584537140947,"AT_Trade_Technicians",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Clerical",36180,39544,8.50697956706454,"AT_Transport_Clerical",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Craft",27868.6666666667,39157,28.8283916881613,"AT_Transport_Craft",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Elementary",26087.6666666667,31936.3333333333,18.3135196067175,"AT_Transport_Elementary",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Managers",69117.3333333333,97321.6666666667,28.9805284880037,"AT_Transport_Managers",0,0,1,0,1,1,0,1,0
"AT",2018,"Transport","Operators",28578.3333333333,38856.3333333333,26.4512863625835,"AT_Transport_Operators",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Professionals",56138.3333333333,75819.6666666667,25.9580847537358,"AT_Transport_Professionals",0,0,1,0,1,0,0,1,0
"AT",2018,"Transport","Service",37278.6666666667,44605.6666666667,16.4261640897644,"AT_Transport_Service",0,0,1,0,0,0,0,1,0
"AT",2018,"Transport","Technicians",45754.3333333333,56619.6666666667,19.1900340870958,"AT_Transport_Technicians",0,0,1,0,0,0,0,1,0
"AT",2018,"Water","Clerical",36671,44045.3333333333,16.7425985348429,"AT_Water_Clerical",1,0,0,0,0,0,0,1,0
"AT",2018,"Water","Elementary",26261,32586.3333333333,19.4110005216911,"AT_Water_Elementary",1,0,0,0,0,0,0,1,0
"AT",2018,"Water","Technicians",38078,50372.6666666667,24.4074167207083,"AT_Water_Technicians",1,0,0,0,0,0,0,1,0
"AT",2022,"Admin Services","Clerical",40266,46475.3333333333,13.3604923041614,"AT_Admin Services_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Admin Services","Craft",34714,37739.6666666667,8.01720559270086,"AT_Admin Services_Craft",0,0,1,0,0,0,0,0,1
"AT",2022,"Admin Services","Elementary",26935,32832,17.9611354775828,"AT_Admin Services_Elementary",0,0,1,0,0,0,0,0,1
"AT",2022,"Admin Services","Managers",66215.6666666667,100520.333333333,34.1270920311313,"AT_Admin Services_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Admin Services","Operators",37695.3333333333,36442.6666666667,-3.43736279818529,"AT_Admin Services_Operators",0,0,1,0,0,0,0,0,1
"AT",2022,"Admin Services","Professionals",47624.6666666667,58667,18.822052147431,"AT_Admin Services_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Admin Services","Service",32439,34669.6666666667,6.43405859108346,"AT_Admin Services_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Admin Services","Technicians",44428.6666666667,51468.3333333333,13.6776658786956,"AT_Admin Services_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Arts","Clerical",35715,48594,26.50327200889,"AT_Arts_Clerical",0,0,0,0,0,0,0,0,1
"AT",2022,"Arts","Elementary",31007.3333333333,31503.3333333333,1.57443656755899,"AT_Arts_Elementary",0,0,0,0,0,0,0,0,1
"AT",2022,"Arts","Managers",69045.6666666667,98579.6666666667,29.9595251218135,"AT_Arts_Managers",0,0,0,0,1,1,0,0,1
"AT",2022,"Arts","Professionals",55095,68767,19.8816292698533,"AT_Arts_Professionals",0,0,0,0,1,0,0,0,1
"AT",2022,"Arts","Service",33393,36250,7.88137931034483,"AT_Arts_Service",0,0,0,0,0,0,0,0,1
"AT",2022,"Arts","Technicians",42383,53971.6666666667,21.471759874008,"AT_Arts_Technicians",0,0,0,0,0,0,0,0,1
"AT",2022,"Construction","Clerical",44777.6666666667,48874.3333333333,8.38204101675727,"AT_Construction_Clerical",0,1,0,0,0,0,0,0,1
"AT",2022,"Construction","Managers",91909,99324.3333333333,7.46577710060978,"AT_Construction_Managers",0,1,0,0,1,1,0,0,1
"AT",2022,"Construction","Professionals",61257.3333333333,70291.3333333333,12.8522245511538,"AT_Construction_Professionals",0,1,0,0,1,0,0,0,1
"AT",2022,"Construction","Service",46373,49341,6.01528140897023,"AT_Construction_Service",0,1,0,0,0,0,0,0,1
"AT",2022,"Construction","Technicians",54051,63243,14.5344148759547,"AT_Construction_Technicians",0,1,0,0,0,0,0,0,1
"AT",2022,"Education Sector","Clerical",40650.6666666667,43853.3333333333,7.30313165095775,"AT_Education Sector_Clerical",0,0,0,1,0,0,0,0,1
"AT",2022,"Education Sector","Craft",33050,16337,-102.30152414764,"AT_Education Sector_Craft",0,0,0,1,0,0,0,0,1
"AT",2022,"Education Sector","Managers",68565,110282,37.8275693222829,"AT_Education Sector_Managers",0,0,0,1,1,1,0,0,1
"AT",2022,"Education Sector","Professionals",52195,67522.3333333333,22.6996499923482,"AT_Education Sector_Professionals",0,0,0,1,1,0,0,0,1
"AT",2022,"Education Sector","Service",30826,38580,20.0984966303784,"AT_Education Sector_Service",0,0,0,1,0,0,0,0,1
"AT",2022,"Education Sector","Technicians",42992,41408.6666666667,-3.82367620304929,"AT_Education Sector_Technicians",0,0,0,1,0,0,0,0,1
"AT",2022,"Electricity","Clerical",53597.6666666667,60842,11.9067968399023,"AT_Electricity_Clerical",1,0,0,0,0,0,0,0,1
"AT",2022,"Electricity","Professionals",84718.6666666667,89071.3333333333,4.88672000718524,"AT_Electricity_Professionals",1,0,0,0,1,0,0,0,1
"AT",2022,"Electricity","Technicians",63626.3333333333,75667.3333333333,15.9130756557211,"AT_Electricity_Technicians",1,0,0,0,0,0,0,0,1
"AT",2022,"Finance","Clerical",55850.6666666667,69516.6666666667,19.6585950611364,"AT_Finance_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Finance","Managers",109794.333333333,148185.333333333,25.9074222370185,"AT_Finance_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Finance","Professionals",72387.3333333333,90109,19.6669219130904,"AT_Finance_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Finance","Service",34055,53755.6666666667,36.6485393787942,"AT_Finance_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Finance","Technicians",56631,68340.3333333333,17.1338545807503,"AT_Finance_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Health","Clerical",40357.6666666667,43020,6.18859445219278,"AT_Health_Clerical",0,0,0,1,0,0,0,0,1
"AT",2022,"Health","Elementary",29280.6666666667,27234,-7.51511590903528,"AT_Health_Elementary",0,0,0,1,0,0,0,0,1
"AT",2022,"Health","Managers",68316.3333333333,97669,30.0532069199712,"AT_Health_Managers",0,0,0,1,1,1,0,0,1
"AT",2022,"Health","Professionals",59101.6666666667,75904.3333333333,22.1366369069838,"AT_Health_Professionals",0,0,0,1,1,0,0,0,1
"AT",2022,"Health","Service",37268.3333333333,39137.6666666667,4.77630245373169,"AT_Health_Service",0,0,0,1,0,0,0,0,1
"AT",2022,"Health","Technicians",47587.3333333333,46998.3333333333,-1.25323593035214,"AT_Health_Technicians",0,0,0,1,0,0,0,0,1
"AT",2022,"Hospitality","Clerical",35342.3333333333,31661.3333333333,-11.6261686178725,"AT_Hospitality_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Hospitality","Elementary",26303,27048,2.75436261461106,"AT_Hospitality_Elementary",0,0,1,0,0,0,0,0,1
"AT",2022,"Hospitality","Managers",50824.6666666667,55806.3333333333,8.92670485428775,"AT_Hospitality_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Hospitality","Professionals",48509.3333333333,53918.6666666667,10.0323944706842,"AT_Hospitality_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Hospitality","Service",28670.6666666667,30549.6666666667,6.150639941516,"AT_Hospitality_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Hospitality","Technicians",39716.6666666667,43392.6666666667,8.47147751540199,"AT_Hospitality_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"IT","Clerical",43930.6666666667,56110.6666666667,21.7071026305159,"AT_IT_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"IT","Craft",44617.3333333333,52063.6666666667,14.3023605713517,"AT_IT_Craft",0,0,1,0,0,0,0,0,1
"AT",2022,"IT","Managers",77697.3333333333,123869.333333333,37.2747626531183,"AT_IT_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"IT","Professionals",60668.3333333333,72195.3333333333,15.9664059542168,"AT_IT_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"IT","Service",35040.6666666667,35821,2.17842420181831,"AT_IT_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"IT","Technicians",54451.6666666667,62001,12.1761476965425,"AT_IT_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Manufacturing","Clerical",45765.3333333333,53046.6666666667,13.726278748272,"AT_Manufacturing_Clerical",1,0,0,0,0,0,0,0,1
"AT",2022,"Manufacturing","Craft",36501.6666666667,46777.6666666667,21.9677481419196,"AT_Manufacturing_Craft",1,0,0,0,0,0,0,0,1
"AT",2022,"Manufacturing","Elementary",31980.3333333333,38346.6666666667,16.6020514603616,"AT_Manufacturing_Elementary",1,0,0,0,0,0,0,0,1
"AT",2022,"Manufacturing","Managers",96836.6666666667,112921,14.2438814156209,"AT_Manufacturing_Managers",1,0,0,0,1,1,0,0,1
"AT",2022,"Manufacturing","Operators",36447.3333333333,46414.6666666667,21.4745339116946,"AT_Manufacturing_Operators",1,0,0,0,0,0,0,0,1
"AT",2022,"Manufacturing","Professionals",65427.3333333333,75929.3333333333,13.8312817180887,"AT_Manufacturing_Professionals",1,0,0,0,1,0,0,0,1
"AT",2022,"Manufacturing","Service",33586.6666666667,51377,34.6270380390707,"AT_Manufacturing_Service",1,0,0,0,0,0,0,0,1
"AT",2022,"Manufacturing","Technicians",50767.6666666667,62210.3333333333,18.3935144750872,"AT_Manufacturing_Technicians",1,0,0,0,0,0,0,0,1
"AT",2022,"Mining","Clerical",44325.6666666667,61938.3333333333,28.4358098108334,"AT_Mining_Clerical",1,0,0,0,0,0,0,0,1
"AT",2022,"Mining","Operators",43437.3333333333,46796.3333333333,7.17791279943585,"AT_Mining_Operators",1,0,0,0,0,0,0,0,1
"AT",2022,"Mining","Professionals",85292,110005.666666667,22.4658123672417,"AT_Mining_Professionals",1,0,0,0,1,0,0,0,1
"AT",2022,"Mining","Technicians",56362.3333333333,74164,24.0031102241878,"AT_Mining_Technicians",1,0,0,0,0,0,0,0,1
"AT",2022,"Other Services","Clerical",45594.6666666667,46126.6666666667,1.15334585922821,"AT_Other Services_Clerical",0,0,0,0,0,0,0,0,1
"AT",2022,"Other Services","Managers",80652.6666666667,100312,19.5981869899248,"AT_Other Services_Managers",0,0,0,0,1,1,0,0,1
"AT",2022,"Other Services","Professionals",54173,66191.3333333333,18.156959118515,"AT_Other Services_Professionals",0,0,0,0,1,0,0,0,1
"AT",2022,"Other Services","Service",27630,35230.6666666667,21.5740074934716,"AT_Other Services_Service",0,0,0,0,0,0,0,0,1
"AT",2022,"Other Services","Technicians",47359.6666666667,52552.3333333333,9.88094407479529,"AT_Other Services_Technicians",0,0,0,0,0,0,0,0,1
"AT",2022,"Professional","Clerical",46111,51524.3333333333,10.5063626894736,"AT_Professional_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Professional","Craft",39738,45123.3333333333,11.9346974957524,"AT_Professional_Craft",0,0,1,0,0,0,0,0,1
"AT",2022,"Professional","Elementary",29999.3333333333,33544.3333333333,10.5681039022985,"AT_Professional_Elementary",0,0,1,0,0,0,0,0,1
"AT",2022,"Professional","Managers",116876.333333333,165913,29.5556506522495,"AT_Professional_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Professional","Operators",27619.3333333333,39900.6666666667,30.7797697615746,"AT_Professional_Operators",0,0,1,0,0,0,0,0,1
"AT",2022,"Professional","Professionals",61366.3333333333,76338.6666666667,19.6130401369337,"AT_Professional_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Professional","Service",36770.3333333333,37578.6666666667,2.15104314504682,"AT_Professional_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Professional","Technicians",51407.6666666667,59279,13.2784516158055,"AT_Professional_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Real Estate","Clerical",46266.3333333333,52320.3333333333,11.571027197839,"AT_Real Estate_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Real Estate","Managers",95560.6666666667,135732.333333333,29.5962396579543,"AT_Real Estate_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Real Estate","Professionals",65548.6666666667,74266.3333333333,11.7383830268538,"AT_Real Estate_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Real Estate","Service",32462.3333333333,37573,13.601965950727,"AT_Real Estate_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Real Estate","Technicians",55547,63489,12.5092535714848,"AT_Real Estate_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Clerical",42291.6666666667,40900.3333333333,-3.40176526678673,"AT_Trade_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Craft",26962.3333333333,39158,31.1447639477672,"AT_Trade_Craft",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Elementary",28782.3333333333,33222.6666666667,13.3653730384878,"AT_Trade_Elementary",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Managers",75603.6666666667,113478.333333333,33.3761217266145,"AT_Trade_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Trade","Operators",29205.3333333333,39136,25.3747615153993,"AT_Trade_Operators",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Professionals",69584.3333333333,75896.6666666667,8.31700996969565,"AT_Trade_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Trade","Service",33869,40226.6666666667,15.8046072257209,"AT_Trade_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Trade","Technicians",49656,63143,21.359453937887,"AT_Trade_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Clerical",39243,43309,9.38834884204207,"AT_Transport_Clerical",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Craft",24489.6666666667,42920.6666666667,42.9420170547211,"AT_Transport_Craft",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Elementary",31127.6666666667,35186.3333333333,11.5347814966038,"AT_Transport_Elementary",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Managers",75180.6666666667,104700.333333333,28.1944342743258,"AT_Transport_Managers",0,0,1,0,1,1,0,0,1
"AT",2022,"Transport","Operators",35845.3333333333,42516,15.6897795339794,"AT_Transport_Operators",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Professionals",59789.6666666667,71387,16.2457216766825,"AT_Transport_Professionals",0,0,1,0,1,0,0,0,1
"AT",2022,"Transport","Service",41159.3333333333,50350.6666666667,18.2546407859545,"AT_Transport_Service",0,0,1,0,0,0,0,0,1
"AT",2022,"Transport","Technicians",50628,63057,19.7107379038013,"AT_Transport_Technicians",0,0,1,0,0,0,0,0,1
"AT",2022,"Water","Clerical",45608,47375.3333333333,3.73049266144126,"AT_Water_Clerical",1,0,0,0,0,0,0,0,1
"AT",2022,"Water","Managers",75550.6666666667,120397.333333333,37.2488870185386,"AT_Water_Managers",1,0,0,0,1,1,0,0,1
"AT",2022,"Water","Technicians",42994.6666666667,57907.6666666667,25.7530666635966,"AT_Water_Technicians",1,0,0,0,0,0,0,0,1
"BA",2022,"Admin Services","Clerical",18366.3333333333,18496,0.701052479815462,"BA_Admin Services_Clerical",0,0,1,0,0,0,0,0,1
"BA",2022,"Admin Services","Craft",9282.66666666667,15970.6666666667,41.876774085824,"BA_Admin Services_Craft",0,0,1,0,0,0,0,0,1
"BA",2022,"Admin Services","Elementary",10055.3333333333,12709.6666666667,20.8843662304283,"BA_Admin Services_Elementary",0,0,1,0,0,0,0,0,1
"BA",2022,"Admin Services","Operators",10902,11883.6666666667,8.26063785027067,"BA_Admin Services_Operators",0,0,1,0,0,0,0,0,1
"BA",2022,"Admin Services","Service",18315,12324.6666666667,-48.604424730892,"BA_Admin Services_Service",0,0,1,0,0,0,0,0,1
"BA",2022,"Admin Services","Technicians",19770.6666666667,23155.3333333333,14.6172228140385,"BA_Admin Services_Technicians",0,0,1,0,0,0,0,0,1
"BA",2022,"Arts","Clerical",11019.6666666667,16344.3333333333,32.578059674097,"BA_Arts_Clerical",0,0,0,0,0,0,0,0,1
"BA",2022,"Arts","Service",16004.3333333333,15380.3333333333,-4.05712923430355,"BA_Arts_Service",0,0,0,0,0,0,0,0,1
"BA",2022,"Construction","Clerical",16030.6666666667,18112,11.4914605418139,"BA_Construction_Clerical",0,1,0,0,0,0,0,0,1
"BA",2022,"Construction","Managers",20058,20159,0.501016915521603,"BA_Construction_Managers",0,1,0,0,1,1,0,0,1
"BA",2022,"Construction","Professionals",18647.6666666667,20989,11.1550494703575,"BA_Construction_Professionals",0,1,0,0,1,0,0,0,1
"BA",2022,"Construction","Service",12015.6666666667,13590,11.5844984056905,"BA_Construction_Service",0,1,0,0,0,0,0,0,1
"BA",2022,"Construction","Technicians",16884.6666666667,15644,-7.93062302906333,"BA_Construction_Technicians",0,1,0,0,0,0,0,0,1
"BA",2022,"Education Sector","Clerical",19349,19937.6666666667,2.95253540200291,"BA_Education Sector_Clerical",0,0,0,1,0,0,0,0,1
"BA",2022,"Education Sector","Elementary",12839.6666666667,13415.3333333333,4.29110967549571,"BA_Education Sector_Elementary",0,0,0,1,0,0,0,0,1
"BA",2022,"Education Sector","Managers",26342.6666666667,29480,10.6422433288105,"BA_Education Sector_Managers",0,0,0,1,1,1,0,0,1
"BA",2022,"Education Sector","Professionals",24733,27428.6666666667,9.82791726417617,"BA_Education Sector_Professionals",0,0,0,1,1,0,0,0,1
"BA",2022,"Education Sector","Service",14860.3333333333,15864.3333333333,6.32866177799256,"BA_Education Sector_Service",0,0,0,1,0,0,0,0,1
"BA",2022,"Education Sector","Technicians",20580.6666666667,20975,1.88001589193484,"BA_Education Sector_Technicians",0,0,0,1,0,0,0,0,1
"BA",2022,"Electricity","Clerical",25595,26043,1.72023192412548,"BA_Electricity_Clerical",1,0,0,0,0,0,0,0,1
"BA",2022,"Electricity","Elementary",18351.6666666667,18955.3333333333,3.18467977350261,"BA_Electricity_Elementary",1,0,0,0,0,0,0,0,1
"BA",2022,"Electricity","Professionals",37221,38192,2.5424172601592,"BA_Electricity_Professionals",1,0,0,0,1,0,0,0,1
"BA",2022,"Electricity","Technicians",25765.3333333333,29856,13.7013219006788,"BA_Electricity_Technicians",1,0,0,0,0,0,0,0,1
"BA",2022,"Finance","Clerical",24599.6666666667,28656,14.1552670761213,"BA_Finance_Clerical",0,0,1,0,0,0,0,0,1
"BA",2022,"Finance","Managers",58003.6666666667,70086,17.2392964833681,"BA_Finance_Managers",0,0,1,0,1,1,0,0,1
"BA",2022,"Finance","Professionals",33158,34975.3333333333,5.19604292549035,"BA_Finance_Professionals",0,0,1,0,1,0,0,0,1
"BA",2022,"Finance","Service",17686.6666666667,17711,0.137391075226312,"BA_Finance_Service",0,0,1,0,0,0,0,0,1
"BA",2022,"Finance","Technicians",22217.3333333333,23783.3333333333,6.58444288717589,"BA_Finance_Technicians",0,0,1,0,0,0,0,0,1
"BA",2022,"Health","Clerical",20110.6666666667,23783.6666666667,15.4433715014506,"BA_Health_Clerical",0,0,0,1,0,0,0,0,1
"BA",2022,"Health","Craft",13922,19406.6666666667,28.2617657162487,"BA_Health_Craft",0,0,0,1,0,0,0,0,1
"BA",2022,"Health","Elementary",13004.6666666667,14495,10.281706335518,"BA_Health_Elementary",0,0,0,1,0,0,0,0,1
"BA",2022,"Health","Managers",55188.6666666667,40283,-37.0023748645003,"BA_Health_Managers",0,0,0,1,1,1,0,0,1
"BA",2022,"Health","Operators",12094.3333333333,19523.6666666667,38.0529613631319,"BA_Health_Operators",0,0,0,1,0,0,0,0,1
"BA",2022,"Health","Professionals",32454,37074,12.461563359767,"BA_Health_Professionals",0,0,0,1,1,0,0,0,1
"BA",2022,"Health","Service",14947.3333333333,16560.6666666667,9.74195885833904,"BA_Health_Service",0,0,0,1,0,0,0,0,1
"BA",2022,"Health","Technicians",20594.3333333333,22323.6666666667,7.74663660390319,"BA_Health_Technicians",0,0,0,1,0,0,0,0,1
"BA",2022,"Hospitality","Clerical",13606,13308,-2.23925458370905,"BA_Hospitality_Clerical",0,0,1,0,0,0,0,0,1
"BA",2022,"Hospitality","Craft",12151.6666666667,14906.3333333333,18.4798407835596,"BA_Hospitality_Craft",0,0,1,0,0,0,0,0,1
"BA",2022,"Hospitality","Managers",16746.6666666667,25388,34.0370778845649,"BA_Hospitality_Managers",0,0,1,0,1,1,0,0,1
"BA",2022,"Hospitality","Professionals",19543,18115.3333333333,-7.88098480108932,"BA_Hospitality_Professionals",0,0,1,0,1,0,0,0,1
"BA",2022,"Hospitality","Service",11750.3333333333,13346.6666666667,11.9605394605395,"BA_Hospitality_Service",0,0,1,0,0,0,0,0,1
"BA",2022,"Hospitality","Technicians",16723,16661.3333333333,-0.370118437900135,"BA_Hospitality_Technicians",0,0,1,0,0,0,0,0,1
"BA",2022,"IT","Clerical",21541.6666666667,22162.6666666667,2.80200938515221,"BA_IT_Clerical",0,0,1,0,0,0,0,0,1
"BA",2022,"IT","Craft",21077,20564,-2.49465084613888,"BA_IT_Craft",0,0,1,0,0,0,0,0,1
"BA",2022,"IT","Managers",35694.6666666667,33563.3333333333,-6.35018373224748,"BA_IT_Managers",0,0,1,0,1,1,0,0,1
"BA",2022,"IT","Professionals",31133.6666666667,35482.3333333333,12.2558644207916,"BA_IT_Professionals",0,0,1,0,1,0,0,0,1
"BA",2022,"IT","Service",18148.6666666667,20871.3333333333,13.0450059092216,"BA_IT_Service",0,0,1,0,0,0,0,0,1
"BA",2022,"IT","Technicians",19341,20970.3333333333,7.7697064106436,"BA_IT_Technicians",0,0,1,0,0,0,0,0,1
"BA",2022,"Manufacturing","Clerical",15583.3333333333,17140,9.08206923376118,"BA_Manufacturing_Clerical",1,0,0,0,0,0,0,0,1
"BA",2022,"Manufacturing","Craft",10187,15158,32.7945639266394,"BA_Manufacturing_Craft",1,0,0,0,0,0,0,0,1
"BA",2022,"Manufacturing","Elementary",11984,13128.6666666667,8.71883410348855,"BA_Manufacturing_Elementary",1,0,0,0,0,0,0,0,1
"BA",2022,"Manufacturing","Managers",26145,25874,-1.04738347375744,"BA_Manufacturing_Managers",1,0,0,0,1,1,0,0,1
"BA",2022,"Manufacturing","Operators",11831,14887.6666666667,20.5315361708797,"BA_Manufacturing_Operators",1,0,0,0,0,0,0,0,1
"BA",2022,"Manufacturing","Professionals",21492.3333333333,24353.6666666667,11.7490863798744,"BA_Manufacturing_Professionals",1,0,0,0,1,0,0,0,1
"BA",2022,"Manufacturing","Service",12217.3333333333,14579,16.1990991608935,"BA_Manufacturing_Service",1,0,0,0,0,0,0,0,1
"BA",2022,"Manufacturing","Technicians",16300.3333333333,19242.6666666667,15.2906735033259,"BA_Manufacturing_Technicians",1,0,0,0,0,0,0,0,1
"BA",2022,"Mining","Clerical",18098.3333333333,20907.6666666667,13.436857293178,"BA_Mining_Clerical",1,0,0,0,0,0,0,0,1
"BA",2022,"Mining","Craft",15750,23573.6666666667,33.1881619320994,"BA_Mining_Craft",1,0,0,0,0,0,0,0,1
"BA",2022,"Mining","Elementary",15343,19227.3333333333,20.2021427828439,"BA_Mining_Elementary",1,0,0,0,0,0,0,0,1
"BA",2022,"Mining","Operators",18221.6666666667,21953,16.9969176574196,"BA_Mining_Operators",1,0,0,0,0,0,0,0,1
"BA",2022,"Mining","Professionals",25253.6666666667,30683.6666666667,17.696711605523,"BA_Mining_Professionals",1,0,0,0,1,0,0,0,1
"BA",2022,"Mining","Technicians",17998.3333333333,23706.6666666667,24.0790213723285,"BA_Mining_Technicians",1,0,0,0,0,0,0,0,1
"BA",2022,"Other Services","Clerical",19312.6666666667,19956.6666666667,3.22699181560047,"BA_Other Services_Clerical",0,0,0,0,0,0,0,0,1
"BA",2022,"Other Services","Elementary",13339.6666666667,19008.3333333333,29.8220078912758,"BA_Other Services_Elementary",0,0,0,0,0,0,0,0,1
"BA",2022,"Other Services","Managers",38554.6666666667,43478.6666666667,11.3250942991199,"BA_Other Services_Managers",0,0,0,0,1,1,0,0,1
"BA",2022,"Other Services","Professionals",26023.3333333333,28558.6666666667,8.87763200896401,"BA_Other Services_Professionals",0,0,0,0,1,0,0,0,1
"BA",2022,"Other Services","Service",11288,14596.6666666667,22.6672756337063,"BA_Other Services_Service",0,0,0,0,0,0,0,0,1
"BA",2022,"Other Services","Technicians",17111,17063,-0.281310437789369,"BA_Other Services_Technicians",0,0,0,0,0,0,0,0,1
"BA",2022,"Professional","Clerical",17451.3333333333,18702.3333333333,6.68900493699538,"BA_Professional_Clerical",0,0,1,0,0,0,0,0,1
"BA",2022,"Professional","Elementary",12601.6666666667,13115.6666666667,3.9189773044959,"BA_Professional_Elementary",0,0,1,0,0,0,0,0,1
"BA",2022,"Professional","Managers",30077.3333333333,37200,19.1469534050179,"BA_Professional_Managers",0,0,1,0,1,1,0,0,1
"BA",2022,"Professional","Professionals",23818.6666666667,25620,7.03096539162112,"BA_Professional_Professionals",0,0,1,0,1,0,0,0,1
"BA",2022,"Professional","Service",13747,15522,11.4353820383971,"BA_Professional_Service",0,0,1,0,0,0,0,0,1
"BA",2022,"Professional","Technicians",18023,16946.6666666667,-6.35129819040125,"BA_Professional_Technicians",0,0,1,0,0,0,0,0,1
"BA",2022,"Public Admin","Clerical",19877.6666666667,21619.6666666667,8.05747853035045,"BA_Public Admin_Clerical",0,0,0,1,0,0,0,0,1
"BA",2022,"Public Admin","Elementary",13866.6666666667,16089.3333333333,13.8145355100688,"BA_Public Admin_Elementary",0,0,0,1,0,0,0,0,1
